gene_symbol,chromosome,start,species
PEX13,2,61017730,human
SANBR,2,61070326,human
C2ORF74,2,61162191,human
USP34,2,61348272,human
XPO1,2,61526462,human
FAM161A,2,61836057,human
CCT4,2,61868125,human
COMMD1,2,62135845,human
B3GNT2,2,62215518,human
TMEM17,2,62500218,human
EHBP1,2,62955615,human
OTX1,2,63050831,human
WDPCP,2,63484942,human
MDH1,2,63589151,human
UGP2,2,63856320,human
VPS54,2,63893072,human
PELI1,2,64092652,human
LGALSL,2,64454542,human
AFTPH,2,64524305,human
SERTAD2,2,64631621,human
SLC1A4,2,64989399,human
CEP68,2,65056452,human
RAB1A,2,65087871,human
ACTR2,2,65227837,human
SPRED2,2,65344196,human
MEIS1,2,66440678,human
TMEM18,2,667975,human
ETAA1,2,67397336,human
C1D,2,68042677,human
DNAAF10,2,68134090,human
PNO1,2,68157917,human
PPP3R1,2,68180947,human
CNRIP1,2,68315921,human
PLEK,2,68365282,human
FBXO48,2,68459422,human
CMPK2,2,6850650,human
PROKR1,2,68643579,human
APLF,2,68645822,human
RSAD2,2,6877777,human
ARHGAP25,2,68816702,human
BMP10,2,68860909,human
GKN3P,2,68921248,human
GKN2,2,68945297,human
GKN1,2,68974636,human
ANTXR1,2,69040049,human
GFPT1,2,69363611,human
NFU1,2,69410803,human
AAK1,2,69499869,human
ANXA4,2,69807982,human
GMCL1,2,69829660,human
SNRNP27,2,69904254,human
MXD1,2,69915109,human
ASPRV1,2,69960089,human
RNF144A,2,6996940,human
PCBP1,2,70087477,human
C2ORF42,2,70181919,human
TIA1,2,70224426,human
PCYOX1,2,70258419,human
SNRPG,2,70281507,human
FAM136A,2,70297426,human
TGFA,2,70456339,human
ADD2,2,70706357,human
FIGLA,2,70777310,human
CLEC4F,2,70808813,human
CD207,2,70830211,human
VAX2,2,70921207,human
ATP6V1B1,2,70963622,human
ANKRD53,2,70978630,human
TEX261,2,70988354,human
NAGK,2,71068278,human
MCEE,2,71124206,human
MPHOSPH10,2,71130632,human
PAIP2B,2,71182738,human
ZNF638,2,71427283,human
DYSF,2,71466702,human
CYP26B1,2,72129238,human
EXOC6B,2,72496454,human
SPR,2,72887408,human
EMX1,2,72918181,human
SFXN5,2,72998951,human
RAB11FIP5,2,73073382,human
NOTO,2,73202574,human
SMYD5,2,73214267,human
PRADC1,2,73228010,human
CCT7,2,73234236,human
FBXO41,2,73254682,human
EGR4,2,73290930,human
ALMS1,2,73572490,human
NAT8,2,73640723,human
NAT8B,2,73700576,human
TPRKB,2,73729890,human
DUSP11,2,73773253,human
C2ORF78,2,73784189,human
STAMBP,2,73830857,human
ACTG2,2,73893008,human
DGUOK,2,73926880,human
TET3,2,74002713,human
BOLA3,2,74135415,human
MOB1A,2,74152528,human
MTHFD2,2,74212075,human
SLC4A5,2,74216243,human
DCTN1,2,74378187,human
C2ORF81,2,74414177,human
WDR54,2,74421730,human
RTKN,2,74426180,human
INO80B-WBP1,2,74455100,human
INO80B,2,74455492,human
WBP1,2,74458472,human
MOGS,2,74462997,human
MRPL53,2,74471986,human
CCDC142,2,74474102,human
TTC31,2,74491584,human
LBX2,2,74497582,human
PCGF1,2,74505043,human
TLX2,2,74514450,human
DQX1,2,74524028,human
AUP1,2,74526652,human
HTRA2,2,74530046,human
LOXL3,2,74536711,human
DOK1,2,74555206,human
M1AP,2,74557892,human
SEMA4F,2,74654228,human
HK2,2,74835170,human
POLE4,2,74958643,human
TACR1,2,75051036,human
EVA1A,2,75492318,human
MRPL19,2,75654900,human
GCFC2,2,75662708,human
LRRTM4,2,77519762,human
REG3G,2,79025727,human
REG1B,2,79085023,human
REG1A,2,79120488,human
REG3A,2,79158447,human
LRRTM1,2,80303493,human
CTNNA2,2,80328275,human
SUCLG1,2,84441079,human
DNAH6,2,84516498,human
TRABD2A,2,84821666,human
TMSB10,2,84905656,human
KCMF1,2,84972201,human
TCF7L1,2,85213623,human
TGOLN2,2,85324385,human
RETSAT,2,85349432,human
ELMOD3,2,85357198,human
CAPG,2,85399146,human
SH2D6,2,85434066,human
MAT2A,2,85539642,human
GGCX,2,85558725,human
VAMP8,2,85577593,human
VAMP5,2,85584431,human
RNF181,2,85595817,human
TMEM150A,2,85600345,human
C2ORF68,2,85610220,human
USP39,2,85625539,human
SFTPB,2,85661218,human
GNLY,2,85695368,human
ATOH8,2,85753991,human
ST3GAL5,2,85863373,human
POLR1A,2,86083082,human
PTCD3,2,86106248,human
IMMT,2,86159247,human
MRPL35,2,86199463,human
REEP1,2,86251352,human
KDM3A,2,86441995,human
CHMP3,2,86505444,human
RNF103-CHMP3,2,86510424,human
RNF103,2,86603398,human
RMND5A,2,86720291,human
CD8A,2,86785920,human
ID2,2,8682056,human
CD8B,2,86844632,human
RGPD1,2,86907953,human
PLGLB1,2,87010224,human
IGKV3OR2-268,2,87338511,human
KIDINS220,2,8757194,human
PLGLB2,2,87748100,human
RGPD2,2,87755960,human
KRCC1,2,88027205,human
SMYD1,2,88067862,human
FABP1,2,88123020,human
THNSL2,2,88170295,human
FOXI3,2,88446787,human
TEX37,2,88524649,human
EIF2AK3,2,88595620,human
RPIA,2,88691673,human
MBOAT2,2,8877122,human
IGKC,2,88857161,human
IGKJ5,2,88860568,human
IGKJ4,2,88860886,human
IGKJ3,2,88861221,human
IGKJ2,2,88861525,human
IGKJ1,2,88861886,human
IGKV4-1,2,88885397,human
IGKV5-2,2,88897232,human
IGKV1-5,2,88947301,human
IGKV1-6,2,88966262,human
IGKV3-7,2,88978468,human
IGKV1-8,2,88992409,human
IGKV1-9,2,89009982,human
IGKV3-11,2,89027171,human
IGKV1-12,2,89040224,human
IGKV3-15,2,89085177,human
IGKV1-16,2,89099859,human
IGKV1-17,2,89117342,human
IGKV3-20,2,89142574,human
IGKV6-21,2,89159751,human
IGKV2-24,2,89176328,human
IGKV1-27,2,89213423,human
IGKV2-28,2,89221698,human
IGKV2-30,2,89244781,human
IGKV1-33,2,89268001,human
IGKV1-37,2,89297264,human
IGKV1-39,2,89319625,human
IGKV2-40,2,89330116,human
IGKV2D-40,2,89851791,human
IGKV1D-39,2,89862482,human
IGKV1D-37,2,89884740,human
IGKV1D-33,2,89913982,human
IGKV2D-30,2,89936859,human
IGKV2D-29,2,89947512,human
IGKV2D-28,2,89959979,human
IGKV2D-26,2,89985922,human
IGKV2D-24,2,90004797,human
IGKV6D-21,2,90021567,human
IGKV3D-20,2,90038848,human
IGKV6D-41,2,90069662,human
IGKV1D-17,2,90082635,human
IGKV1D-16,2,90100236,human
IGKV3D-15,2,90114838,human
IGKV1D-13,2,90154073,human
IGKV1D-12,2,90159840,human
IGKV3D-11,2,90172802,human
IGKV1D-42,2,90190193,human
IGKV1D-43,2,90209873,human
IGKV1D-8,2,90220727,human
IGKV3D-7,2,90234812,human
ASAP2,2,9206765,human
ITGB1BP1,2,9412360,human
CPSF3,2,9423884,human
IAH1,2,9475055,human
TEKT4,2,94871430,human
MAL,2,95025793,human
MRPS5,2,95087208,human
SNTG2,2,950939,human
ZNF514,2,95152726,human
ZNF2,2,95165817,human
PROM2,2,95274449,human
ADAM17,2,9529488,human
KCNIP3,2,95310222,human
FAHD2A,2,95402791,human
TRIM43B,2,95477164,human
TRIM43,2,95592001,human
YWHAQ,2,9588298,human
ANKRD36C,2,95986623,human
GPAT2,2,96030411,human
ADRA2B,2,96112876,human
ASTL,2,96122818,human
DUSP2,2,96143169,human
STARD7,2,96193076,human
TMEM127,2,96253800,human
CIAO1,2,96266225,human
SNRNP200,2,96285217,human
ITPRIPL1,2,96325331,human
NCAPH,2,96364480,human
NEURL3,2,96497646,human
ARID5A,2,96537345,human
KANSL3,2,96612875,human
FER1L5,2,96642837,human
LMAN2L,2,96707180,human
CNNM4,2,96760902,human
CNNM3,2,96816268,human
ANKRD23,2,96837915,human
ANKRD39,2,96847990,human
SEMA4C,2,96865667,human
FAM178B,2,96875885,human
FAHD2B,2,97083583,human
ANKRD36,2,97113153,human
ANKRD36B,2,97551312,human
COX5B,2,97646062,human
ACTR1B,2,97655939,human
C2ORF92,2,97688925,human
ZAP70,2,97734406,human
TMEM131,2,97841815,human
VWA3B,2,98245433,human
CNGA3,2,98346456,human
INPP4A,2,98444858,human
COA5,2,98602382,human
UNC50,2,98616206,human
MGAT4A,2,98619108,human
TAF1B,2,9875998,human
CRACDL,2,98846731,human
TSGA10,2,99018200,human
C2ORF15,2,99141750,human
LIPT1,2,99155081,human
MITD1,2,99173347,human
MRPL30,2,99186176,human
LYG2,2,99244010,human
LYG1,2,99284257,human
TXNDC9,2,99322111,human
EIF5B,2,99337389,human
REV1,2,99424781,human
GRHL1,2,9995306,human
ANKEF1,20,10035049,human
SNAP25,20,10219159,human
MKKS,20,10420546,human
SLX4IP,20,10598675,human
JAG1,20,10647048,human
PSMF1,20,1135278,human
TMEM74B,20,1180570,human
BTBD3,20,11917865,human
C20ORF202,20,1203454,human
RAD21L1,20,1226044,human
SNPH,20,1295774,human
SDCBP2,20,1309975,human
SPTLC3,20,13126646,human
ISM1,20,13221274,human
TASP1,20,13614667,human
ESF1,20,13714325,human
FKBP1A,20,1375284,human
NDUFAF5,20,13785050,human
SEL1L2,20,13913862,human
MACROD2,20,13995516,human
DEFB126,20,142590,human
FLRT3,20,14322985,human
NSFL1C,20,1454213,human
SIRPB2,20,1478504,human
SIRPD,20,1534251,human
SIRPB1,20,1564384,human
DEFB127,20,157454,human
KIF16B,20,16273253,human
SIRPG,20,1629152,human
SNRPB2,20,16730026,human
OTOR,20,16748358,human
PCSK2,20,17227056,human
BFSP1,20,17493906,human
DSTN,20,17570090,human
RRBP1,20,17613678,human
BANF2,20,17699966,human
SNX5,20,17968108,human
MGME1,20,17969115,human
OVOL2,20,18024163,human
PET117,20,18137863,human
KAT14,20,18145099,human
ZNF133,20,18288527,human
DZANK1,20,18384399,human
POLR3F,20,18467390,human
RBBP9,20,18486540,human
SEC23B,20,18542368,human
SMIM26,20,18567447,human
DTD1,20,18587964,human
DEFB128,20,187853,human
SCP2D1,20,18813783,human
SIRPA,20,1894167,human
SLC24A3,20,19212642,human
PDYN,20,1978757,human
RIN2,20,19889566,human
NAA20,20,20017390,human
CRNKL1,20,20034368,human
CFAP61,20,20228246,human
INSM1,20,20368104,human
RALGAPA2,20,20591177,human
STK35,20,2102891,human
KIZ,20,21162083,human
XRN2,20,21303331,human
NKX2-4,20,21395365,human
NKX2-2,20,21511017,human
PAX1,20,21706223,human
FOXA2,20,22581005,human
DEFB129,20,227258,human
TGM3,20,2296001,human
SSTR4,20,23035312,human
THBD,20,23045633,human
CD93,20,23079360,human
NXT1,20,23350791,human
GZF1,20,23364384,human
NAPB,20,23374522,human
CSTL1,20,23439685,human
CST11,20,23450412,human
CST8,20,23491117,human
CST9L,20,23564732,human
CST9,20,23602410,human
CST3,20,23633657,human
CST4,20,23685640,human
CST1,20,23747731,human
TGM6,20,2380908,human
CST2,20,23823769,human
CST5,20,23875934,human
GGTLC1,20,23985053,human
SYNDIG1,20,24469629,human
SNRPB,20,2461660,human
ZNF343,20,2492032,human
CST7,20,24949269,human
APMAP,20,24962925,human
ACSS1,20,25006230,human
VSX1,20,25078548,human
ENTPD6,20,25213340,human
PYGB,20,25289848,human
ABHD12,20,25320199,human
GINS1,20,25407673,human
NINL,20,25452826,human
NANP,20,25612935,human
ZNF337,20,25673195,human
DEFB132,20,257724,human
TMC2,20,2602166,human
NOP56,20,2655616,human
IDH3B,20,2659015,human
C20ORF96,20,270863,human
EBF4,20,2752496,human
CPXM1,20,2794074,human
C20ORF141,20,2815011,human
TMEM239,20,2816364,human
PCED1A,20,2838232,human
VPS16,20,2840763,human
PTPRA,20,2923207,human
ZCCHC3,20,297570,human
GNRH2,20,3044412,human
MRPS26,20,3046052,human
OXT,20,3071620,human
AVP,20,3082556,human
UBOX5,20,3122374,human
DEFB115,20,31257664,human
DEFB116,20,31303212,human
DEFB118,20,31368601,human
DEFB119,20,31388968,human
DEFB121,20,31404845,human
DEFB123,20,31440632,human
FASTKD5,20,3146539,human
DEFB124,20,31465471,human
REM1,20,31475288,human
HM13,20,31514410,human
MCTS2P,20,31547412,human
ID1,20,31605289,human
LZTS3,20,3162617,human
COX4I2,20,31637912,human
BCL2L1,20,31665949,human
TPX2,20,31739290,human
MYLK2,20,31819356,human
FOXS1,20,31844303,human
DUSP15,20,31863907,human
DDRGK1,20,3191424,human
TTLL9,20,31937470,human
PDRG1,20,31944337,human
XKR7,20,31968151,human
CCM2L,20,32010450,human
HCK,20,32052261,human
ITPA,20,3209525,human
TM9SF4,20,32109767,human
PLAGL2,20,32192504,human
POFUT1,20,32207893,human
KIF3B,20,32277651,human
ASXL1,20,32358344,human
SLC4A11,20,3237544,human
DNAAF9,20,3249306,human
NOL4L,20,32509784,human
SOX12,20,325552,human
C20ORF203,20,32650390,human
COMMD7,20,32704474,human
DNMT3B,20,32779852,human
MAPRE1,20,32819954,human
EFCAB8,20,32863793,human
SUN5,20,32999853,human
BPIFB2,20,33007704,human
BPIFB6,20,33031648,human
BPIFB3,20,33055424,human
BPIFB4,20,33079643,human
BPIFA2,20,33168159,human
BPIFA3,20,33217352,human
BPIFA1,20,33237712,human
BPIFB1,20,33283214,human
CDK5RAP1,20,33358839,human
SNTA1,20,33407957,human
CBFA2T2,20,33638739,human
C20ORF144,20,33662327,human
ACTL10,20,33666943,human
NECAB3,20,33669143,human
E2F1,20,33675477,human
PXMP4,20,33707489,human
ZNF341,20,33732010,human
CHMP4B,20,33811348,human
RALY,20,34029861,human
EIF2S2,20,34088309,human
ASIP,20,34241423,human
AHCY,20,34280270,human
ITCH,20,34471501,human
DYNLRB1,20,34516455,human
MAP1LC3A,20,34558718,human
PIGU,20,34560866,human
TP53INP2,20,34704735,human
ATRN,20,3471108,human
NCOA6,20,34738898,human
GGT7,20,34862814,human
ACSS2,20,34876614,human
GSS,20,34951762,human
NRSN2,20,349726,human
MYH7B,20,35001245,human
TRPC4AP,20,35002404,human
EDEM2,20,35115364,human
PROCR,20,35176353,human
MMP24,20,35226690,human
MMP24OS,20,35277150,human
EIF6,20,35280698,human
FAM83C,20,35285731,human
UQCC1,20,35303453,human
GDF5,20,35433347,human
CEP250,20,35509998,human
C20ORF173,20,35528745,human
ERGIC3,20,35556095,human
SPAG4,20,35619585,human
CPNE1,20,35632626,human
RBM12,20,35654921,human
NFS1,20,35694572,human
ROMO1,20,35699451,human
RBM39,20,35734876,human
PHF20,20,35917180,human
SCAND1,20,35953617,human
CNBD2,20,35968623,human
EPB41L1,20,36214373,human
AAR2,20,36236485,human
DLGAP4,20,36492383,human
MYL9,20,36541519,human
TGIF2-RAB5IF,20,36574553,human
TGIF2,20,36578925,human
RAB5IF,20,36605822,human
GFRA4,20,3660625,human
SLA2,20,36612519,human
NDRG3,20,36652375,human
ADAM33,20,3667975,human
DSN1,20,36751791,human
SOGA1,20,36783782,human
SIGLEC1,20,3686970,human
TLDC2,20,36887455,human
SAMHD1,20,36926952,human
RBL1,20,37068087,human
MROH8,20,37159001,human
RPN2,20,37228678,human
GHRH,20,37251086,human
MANBAL,20,37297345,human
HSPA12B,20,3732711,human
SRC,20,37384150,human
BLCAP,20,37517418,human
NNAT,20,37521261,human
C20ORF27,20,3753508,human
CTNNBL1,20,37693955,human
SPEF1,20,3777504,human
CENPB,20,3783851,human
VSTM2L,20,37903142,human
CDC25B,20,3796431,human
TTI1,20,37983022,human
RPRD1B,20,38066181,human
TRIB3,20,381297,human
TGM2,20,38151012,human
AP5S1,20,3820547,human
KIAA1755,20,38236806,human
BPI,20,38304150,human
LBP,20,38346482,human
MAVS,20,3846834,human
RALGAPB,20,38525515,human
ADIG,20,38581197,human
ARHGAP40,20,38647063,human
SLC32A1,20,38724486,human
ACTR5,20,38748460,human
PPP1R16B,20,38805724,human
PANK2,20,3889816,human
FAM83D,20,38926417,human
DHX35,20,39021873,human
RNF24,20,3933567,human
MAFB,20,40685848,human
RBCK1,20,409884,human
TOP1,20,41104102,human
PLCG1,20,41173804,human
ZHX3,20,41204778,human
LPIN3,20,41352681,human
EMILIN3,20,41359962,human
SMOX,20,4148779,human
CHD6,20,41533156,human
PTPRT,20,42072774,human
ADRA1D,20,4220630,human
SRSF6,20,43457928,human
L3MBTL1,20,43536133,human
SGK2,20,43566316,human
IFT52,20,43590990,human
TBC1D20,20,436328,human
MYBL2,20,43667114,human
GTSF1L,20,43726164,human
TOX2,20,44054351,human
JPH2,20,44176817,human
OSER1,20,44196496,human
GDAP1L1,20,44264454,human
FITM2,20,44302840,human
R3HDML,20,44337043,human
HNF4A,20,44401401,human
TTPAL,20,44475920,human
SERINC3,20,44497441,human
PKIG,20,44614308,human
ADA,20,44619810,human
CCN5,20,44715369,human
KCNK15,20,44745865,human
RIMS4,20,44755911,human
YWHAB,20,44901611,human
PABPC1L,20,44935462,human
TOMM34,20,44942130,human
STK4,20,44966479,human
KCNS1,20,45091214,human
WFDC5,20,45109452,human
WFDC12,20,45123425,human
PI3,20,45174902,human
SEMG1,20,45207033,human
SEMG2,20,45221373,human
SLPI,20,45252239,human
MATN4,20,45293668,human
RBPJL,20,45314035,human
SDC4,20,45325288,human
SYS1,20,45363454,human
SYS1-DBNDD2,20,45363510,human
TP53TG5,20,45372557,human
DBNDD2,20,45408289,human
PIGT,20,45427427,human
WFDC2,20,45479439,human
SPINT3,20,45512461,human
WFDC6,20,45535158,human
EPPIN-WFDC6,20,45536986,human
EPPIN,20,45541845,human
WFDC8,20,45551762,human
WFDC9,20,45607939,human
WFDC10A,20,45629739,human
WFDC11,20,45648563,human
WFDC10B,20,45684653,human
WFDC13,20,45702038,human
SPINT4,20,45722347,human
WFDC3,20,45774213,human
DNTTIP1,20,45793965,human
UBE2C,20,45813006,human
TNNC2,20,45823214,human
SNX21,20,45834136,human
ACOT8,20,45853422,human
ZSWIM3,20,45857614,human
ZSWIM1,20,45881227,human
SPATA25,20,45886491,human
NEURL2,20,45888634,human
CTSA,20,45891569,human
PLTP,20,45898806,human
PCIF1,20,45945007,human
ZNF335,20,45948660,human
MMP9,20,46008908,human
SLC12A5,20,46057233,human
NCOA5,20,46067055,human
CD40,20,46118348,human
CDH22,20,46173739,human
SLC35C2,20,46349530,human
ELMO2,20,46366055,human
ZNF334,20,46502705,human
OCSTAMP,20,46540946,human
SLC13A3,20,46608709,human
TP53RK,20,46685534,human
SLC2A10,20,46709699,human
PRNP,20,4686543,human
EYA2,20,46894624,human
ZMYND8,20,47209214,human
PRND,20,4721909,human
NCOA3,20,47501941,human
SULF2,20,47702519,human
RASSF2,20,4780026,human
SLC23A2,20,4859367,human
PREX1,20,48692323,human
ARFGEF2,20,48921890,human
CSE1L,20,49046312,human
STAU1,20,49151582,human
DDX27,20,49224954,human
ZNFX1,20,49255933,human
KCNB1,20,49371968,human
PTGIS,20,49503874,human
B4GALT5,20,49632945,human
SLC9A8,20,49812713,human
SPATA2,20,49903394,human
RNF114,20,49936407,human
SNAI1,20,49982980,human
PEDS1-UBE2V1,20,50081124,human
UBE2V1,20,50082560,human
PEDS1,20,50124969,human
CEBPB,20,50190830,human
PTPN1,20,50510383,human
RIPOR3,20,50586112,human
PARD6B,20,50731665,human
BCAS4,20,50795071,human
CSNK2A1,20,508451,human
ADNP,20,50890372,human
DPM1,20,50936148,human
MOCS3,20,50958818,human
KCNG1,20,51010195,human
TMEM230,20,5106188,human
PCNA,20,5114953,human
CDS2,20,5127008,human
NFATC2,20,51391228,human
ATP9A,20,51596514,human
SALL4,20,51784046,human
ZFP64,20,52151278,human
PROKR2,20,5299291,human
TSHZ2,20,53185646,human
ZNF217,20,53567073,human
BCAS1,20,53944783,human
CYP24A1,20,54154713,human
PFDN4,20,54208095,human
DOK5,20,54475718,human
GPCPD1,20,5575900,human
CBLN4,20,55997357,human
MC3R,20,56248732,human
FAM210B,20,56359109,human
AURKA,20,56386337,human
CSTF1,20,56392695,human
CASS4,20,56412393,human
RTF2,20,56468678,human
GCNT7,20,56491492,human
FAM209A,20,56524744,human
FAM209B,20,56533246,human
TFAP2C,20,56630234,human
BMP7,20,57173220,human
SPO11,20,57334750,human
RAE1,20,57351577,human
MTRNR2L3,20,57358447,human
RBM38,20,57392230,human
HMGB1P1,20,57487959,human
SHLD1,20,5750453,human
CTCFL,20,57518495,human
PCK1,20,57561110,human
ZBP1,20,57612891,human
PMEPA1,20,57648394,human
C20ORF85,20,58150902,human
ANKRD60,20,58218495,human
RAB22A,20,58309715,human
VAPB,20,58389366,human
APCDD1L,20,58467640,human
STX16-NPEPL1,20,58651434,human
STX16,20,58667520,human
NPEPL1,20,58694421,human
GNAS,20,58907981,human
NELFCD,20,58981275,human
CTSZ,20,58996591,human
TUBB1,20,59019429,human
ATP5F1E,20,59028678,human
PRELID3B,20,59034909,human
CHGB,20,5911530,human
ZNF831,20,59163821,human
EDN3,20,59300444,human
TRMT6,20,5937833,human
MCM8,20,5950652,human
PHACTR3,20,59628609,human
SYCP2,20,59863564,human
PPP1R3D,20,59936663,human
FAM217B,20,59942124,human
CDH26,20,59996394,human
CRLS1,20,6006093,human
LRRN4,20,6040546,human
TCF15,20,604257,human
FERMT1,20,6076022,human
CDH4,20,61599761,human
TAF4,20,62010067,human
LSM14B,20,62123152,human
PSMA7,20,62139331,human
SS18L1,20,62161418,human
MTG2,20,62183051,human
HRH3,20,62215379,human
OSBPL2,20,62238485,human
ADRM1,20,62302896,human
LAMA5,20,62346558,human
RPS21,20,62387318,human
CABLES2,20,62391014,human
RBBP8NL,20,62410237,human
GATA5,20,62463497,human
SLCO4A1,20,62667813,human
NTSR1,20,62708836,human
MRGBP,20,62796473,human
OGFR,20,62807273,human
COL9A3,20,62817790,human
TCFL5,20,62845138,human
DIDO1,20,62905006,human
GID8,20,62938147,human
SLC17A9,20,62953046,human
BHLHE23,20,63005979,human
YTHDF1,20,63196367,human
BIRC7,20,63238202,human
NKAIN4,20,63241728,human
ARFGAP1,20,63287656,human
COL20A1,20,63320099,human
CHRNA4,20,63356371,human
KCNQ2,20,63438209,human
EEF1A2,20,63495862,human
PPDPF,20,63520775,human
PTK6,20,63528425,human
SRMS,20,63538489,human
FNDC11,20,63554159,human
HELZ2,20,63559202,human
GMEB2,20,63587605,human
STMN3,20,63643756,human
RTEL1-TNFRSF6B,20,63659300,human
RTEL1,20,63689846,human
TNFRSF6B,20,63696652,human
ARFRP1,20,63700054,human
ZGPAT,20,63708090,human
LIME1,20,63737499,human
SLC2A4RG,20,63739776,human
ZBTB46,20,63743668,human
ABHD16B,20,63861498,human
TPD52L2,20,63865228,human
DNAJC5,20,63895182,human
UCKL1,20,63939840,human
ZNF512B,20,63956704,human
SAMD10,20,63977297,human
PRPF6,20,63981132,human
C20ORF204,20,64038132,human
SOX18,20,64047582,human
TCEA2,20,64063158,human
RGS19,20,64073181,human
LKAAEAR1,20,64083376,human
OPRL1,20,64091966,human
NPBWR2,20,64103802,human
MYT1,20,64151791,human
PCMTD2,20,64255695,human
SRXN1,20,646615,human
SCRT2,20,661596,human
BMP2,20,6767686,human
SLC52A3,20,765641,human
HAO1,20,7882985,human
TMX4,20,7987310,human
FAM110A,20,841275,human
PLCB1,20,8628288,human
ANGPT4,20,869900,human
DEFB125,20,87672,human
PLCB4,20,9307815,human
LAMP5,20,9514590,human
PAK5,20,9537389,human
RSPO4,20,960254,human
TPTE,21,10521575,human
IGHV1OR21-1,21,10649400,human
POTED,21,13609858,human
LIPI,21,14108893,human
RBM11,21,14216157,human
HSPA13,21,14371115,human
SAMSN1,21,14485229,human
NRIP1,21,14961235,human
USP25,21,15729982,human
CXADR,21,17513130,human
BTG3,21,17609007,human
C21ORF91,21,17795208,human
CHODL,21,18256502,human
TMPRSS15,21,18365241,human
NCAM2,21,21280576,human
MRPL39,21,25592812,human
JAM2,21,25639282,human
ATP5PF,21,25724480,human
GABPA,21,25734972,human
APP,21,25880551,human
CYYR1,21,26477971,human
ADAMTS1,21,26836287,human
ADAMTS5,21,26922579,human
N6AMT1,21,28872191,human
LTN1,21,28928144,human
RWDD2B,21,29004384,human
USP16,21,29024656,human
CCT8,21,29056322,human
MAP3K7CL,21,29109132,human
BACH1,21,29327276,human
GRIK1,21,29553252,human
CLDN17,21,30165565,human
CLDN8,21,30214006,human
KRTAP24-1,21,30281309,human
